"id","season","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","cnt","windspeed_cat","hum_cat","temp_cat","mnth_cat","hum_wind"
1,1,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,985,0,1,1,"1",0.129292681518
2,1,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,801,1,0,1,"1",0.173004766893
3,1,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,1349,1,0,1,"1",0.108578821357
4,1,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,1562,0,0,1,"1",0.09464436876
5,1,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,1600,0,0,1,"1",0.0816672633
6,1,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,1606,0,0,1,"1",0.0464181501172
7,1,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,1510,0,0,1,"1",0.084142981296
8,1,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,959,1,0,1,"1",0.142962387732
9,1,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,822,1,0,1,"1",0.15714674565
10,1,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,1321,1,0,1,"1",0.107819429839
11,1,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,1263,0,0,1,"1",0.083827008048
12,1,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,1162,1,0,1,"1",0.182637594715
13,1,1,0,4,1,1,0.165,0.150883,0.470417,0.301,1406,1,0,1,"1",0.141595517
14,1,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,1421,0,0,1,"1",0.068060804648
15,1,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,1248,0,0,1,"1",0.07878404625
16,1,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,1204,0,0,1,"1",0.09115446375
17,1,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,1000,0,0,1,"1",0.1042841375
18,1,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,683,0,1,1,"1",0.126471173925
19,1,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,1650,1,0,1,"1",0.154516843263
20,1,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,1927,0,0,1,"1",0.105461588032
21,1,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,1543,1,0,1,"1",0.161460913086
22,1,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,981,0,0,1,"1",0.068788
23,1,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,986,1,0,1,"1",0.1076463252
24,1,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,1416,0,0,1,"1",0.07785703587
25,1,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,1985,0,0,1,"1",0.080078550772
26,1,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,506,1,1,1,"1",0.253445625
27,1,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,431,0,0,1,"1",0.0782629375
28,1,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,1167,0,0,1,"1",0.0977822019
29,1,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,1098,0,0,1,"1",0.094740039735
30,1,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,1096,0,0,1,"1",0.0534283101724
31,1,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,1501,0,0,1,"1",0.11301717
32,1,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,1360,0,1,1,"1",0.044143642345
33,1,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,1526,1,0,1,"1",0.204948916436
34,1,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,1550,1,0,1,"1",0.121607047152
35,1,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,1708,0,0,1,"1",0.074813556063
36,1,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,1005,0,1,1,"1",0.149669291193
37,1,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,1623,0,0,1,"1",0.0805896194
38,1,2,0,1,1,1,0.271667,0.303658,0.738333,0.0454083,1712,0,0,1,"1",0.0335264463639
39,1,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,1530,1,0,1,"1",0.19469905815
40,1,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839,1605,0,0,1,"1",0.093434326937
41,1,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,1538,1,0,1,"1",0.097072371585
42,1,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,1746,0,0,1,"1",0.0549658122
43,1,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,1472,1,0,1,"1",0.110665610289
44,1,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,1589,1,0,1,"1",0.119325536253
45,1,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,1913,1,0,1,"1",0.157063617364
46,1,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,1815,1,0,1,"1",0.091592834152
47,1,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,2115,1,0,1,"1",0.106627949098
48,1,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,2475,1,0,1,"1",0.11620252
49,1,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,2927,1,0,0,"1",0.136878004975
50,1,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,1635,1,0,1,"1",0.095360924571
51,1,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,1812,1,0,1,"1",0.09104103711
52,1,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,1107,1,0,1,"1",0.18624683
53,1,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,1450,0,0,1,"1",0.113061332374
54,1,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,1917,0,0,1,"1",0.039813845859
55,1,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,1807,1,0,1,"1",0.174693655936
56,1,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,1461,1,0,1,"1",0.246796065786
57,1,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571,1969,0,0,1,"1",0.100359712607
58,1,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,2402,0,0,1,"1",0.08516864
59,1,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,1446,1,1,1,"1",0.253870381704
60,1,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,1851,1,0,1,"1",0.115787375
61,1,3,0,3,1,1,0.335,0.320071,0.449583,0.307833,2134,1,0,1,"1",0.138396483639
62,1,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754,1685,1,0,1,"1",0.071864948082
63,1,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,1944,1,0,1,"1",0.124125855282
64,1,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,2077,1,0,1,"1",0.198768281457
65,1,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,605,1,1,1,"1",0.325525673907
66,1,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,1872,1,0,1,"1",0.188188723008
67,1,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,2133,0,0,1,"1",0.05077350145
68,1,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,1891,1,0,1,"1",0.17070805255
69,1,3,0,4,1,3,0.389091,0.385668,0,0.261877,623,1,0,1,"1",0
70,1,3,0,5,1,2,0.316522,0.305,0.649565,0.23297,1977,1,0,1,"1",0.15132915805
71,1,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,2132,1,0,1,"1",0.131269061825
72,1,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,2417,1,0,1,"1",0.142714114164
73,1,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,2046,0,0,1,"1",0.068046334182
74,1,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,2056,0,0,1,"1",0.120842564468
75,1,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,2192,1,0,1,"1",0.157724819074
76,1,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,2744,1,0,1,"1",0.126358741943
77,1,3,0,5,1,1,0.54,0.527009,0.525217,0.231017,3239,1,0,0,"1",0.121334055689
78,1,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167,3117,1,0,1,"1",0.139596776889
79,1,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,2471,1,0,1,"1",0.09840782375
80,2,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,2077,1,0,1,"1",0.212945985153
81,2,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,2703,1,0,1,"1",0.14099961225
82,2,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,2121,1,1,1,"1",0.196677336465
83,2,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,1865,1,1,1,"1",0.196451609571
84,2,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,1,0,1,"1",0.114208875
85,2,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,1,0,1,"1",0.082605972357
86,2,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,1693,0,0,1,"1",0.0910281659
87,2,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,2028,1,0,1,"1",0.064122531496
88,2,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425,1,0,1,"1",0.071314652332
89,2,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,1536,0,0,1,"1",0.111800964296
90,2,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,1,1,1,"1",0.199871504118
91,2,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,1,0,1,"1",0.177538365
92,2,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,2252,0,0,1,"1",0.1288841975
93,2,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,3249,0,0,1,"1",0.08746224
94,2,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,3115,1,0,0,"1",0.16434963875
95,2,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,1795,1,0,1,"1",0.249171223561
96,2,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,2808,1,0,1,"1",0.123858741479
97,2,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312,3141,0,0,1,"1",0.097860664104
98,2,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,1471,1,1,1,"1",0.18982206
99,2,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,2455,0,1,1,"1",0.1167803325
100,2,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,2895,0,1,1,"1",0.1258527025
101,2,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474,3348,1,0,0,"1",0.232633581144
102,2,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,2034,1,0,0,"1",0.203181485793
103,2,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,2162,1,1,1,"1",0.205297176039
104,2,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,3267,0,0,1,"1",0.0598241619
105,2,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,3126,1,0,1,"1",0.15195421875
106,2,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,795,1,1,1,"1",0.302750993064
107,2,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,3744,1,0,1,"1",0.145551522168
108,2,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,3429,0,0,0,"1",0.0887350975
109,2,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,0,0,0,"1",0.105182304843
110,2,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,1,0,0,"1",0.148582351475
111,2,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,1,0,1,"1",0.132407002414
112,2,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,1,0,1,"1",0.160158789743
113,2,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,1,1,1,"1",0.204864649825
114,2,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,0,1,0,"1",0.155821831775
115,2,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,0,0,0,"1",0.143942025111
116,2,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,4400,1,0,0,"1",0.2380730255
117,2,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,3872,1,1,0,"1",0.2608171874
118,2,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,4058,1,0,0,"1",0.224902916364
119,2,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,4595,1,0,0,"1",0.109728716229
120,2,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,5312,1,0,1,"1",0.118321004975
121,2,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,3351,0,0,1,"2",0.081050575382
122,2,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,4401,0,0,0,"2",0.13392142
123,2,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,4451,1,0,0,"2",0.238867340361
124,2,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,2633,1,0,1,"2",0.242497358668
125,2,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,4433,1,0,1,"2",0.131203378464
126,2,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,4608,1,0,1,"2",0.13466514
127,2,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,4714,0,0,0,"2",0.0868435625
128,2,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,4333,0,0,0,"2",0.0471460457125
129,2,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,4362,0,0,0,"2",0.10362
130,2,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,4803,0,0,0,"2",0.056582436057
131,2,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,4182,0,0,0,"2",0.076356372714
132,2,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,4864,0,0,0,"2",0.1417760825
133,2,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,4105,0,1,0,"2",0.155162523425
134,2,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,3409,0,1,0,"2",0.124491375
135,2,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,4553,0,1,0,"2",0.132645490257
136,2,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,3958,0,0,0,"2",0.099963817707
137,2,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,4123,1,1,0,"2",0.232399631618
138,2,5,0,3,1,2,0.55,0.527158,0.87,0.201492,3855,1,1,0,"2",0.17529804
139,2,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,4575,0,1,0,"2",0.089771665179
140,2,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,4917,0,0,0,"2",0.089957229579
141,2,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,5805,0,0,0,"2",0.07560737355
142,2,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,4660,0,0,0,"2",0.110944280664
143,2,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,4274,1,1,0,"2",0.18941202
144,2,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,4492,1,0,0,"2",0.153420587636
145,2,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,4978,0,0,0,"2",0.10738472625
146,2,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,4677,0,0,0,"2",0.135257455
147,2,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,4679,1,0,0,"2",0.15734389625
148,2,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,4758,1,0,0,"2",0.167871211636
149,2,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,4788,1,1,0,"2",0.1751617375
150,2,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,4098,0,0,0,"2",0.089889125
151,2,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,3982,0,0,0,"2",0.070879500443
152,2,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,3974,1,0,0,"2",0.140218472636
153,2,6,0,4,1,1,0.715,0.643942,0.305,0.292287,4968,1,0,0,"2",0.089147535
154,2,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,5312,1,0,0,"2",0.089647105207
155,2,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,5342,0,0,0,"2",0.0561835375
156,2,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,4906,0,0,0,"2",0.09049653
157,2,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,4548,0,0,0,"2",0.0731376
158,2,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,4833,0,0,0,"2",0.112293595936
159,2,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,4401,0,0,0,"2",0.085111529811
160,2,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,3915,0,0,0,"2",0.085183455039
161,2,6,0,5,1,1,0.755,0.703292,0.605,0.140554,4586,0,0,0,"2",0.08503517
162,2,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,4966,0,0,0,"2",0.10136217755
163,2,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,4460,0,0,0,"2",0.122334539939
164,2,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,5020,1,0,0,"2",0.15102091905
165,2,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,4891,1,0,0,"2",0.136548831489
166,2,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,5180,0,0,0,"2",0.079198549304
167,2,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,3767,1,0,0,"2",0.142120802843
168,2,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,4844,0,0,0,"2",0.105245458157
169,2,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,5119,0,0,0,"2",0.080053153136
170,2,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,4744,0,0,0,"2",0.068000034
171,2,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,4010,0,0,0,"2",0.11602321875
172,3,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,4835,0,0,0,"2",0.131760567425
173,3,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,4507,0,0,0,"2",0.121875365
174,3,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,4790,1,0,0,"2",0.167958733732
175,3,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,4991,1,0,0,"2",0.127294259325
176,3,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,5202,1,0,0,"2",0.101292580143
177,3,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,5305,0,0,0,"2",0.0485270624889
178,3,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,4708,0,0,0,"2",0.070828730804
179,3,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,4648,0,0,0,"2",0.091499517261
180,3,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,5225,1,0,0,"2",0.130365126857
181,3,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,5515,0,0,0,"2",0.080456355104
182,3,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,5362,0,0,0,"2",0.04065842
